id	label	lay annotated to disease	lay not annotated to disease	clinical annotated to disease	clinical not annotated to disease	p-value	p-value-correct
MONDO:0009539	lymphoblastic leukemia, acute, with lymphomatous features	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0004967	acute lymphoblastic leukemia (disease)	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0005168	neoplasm of immature B and T cells	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0003538	precursor lymphoblastic lymphoma/leukemia	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0010042	spastic diplegia and mental retardation	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0010052	spermatogenic failure 4	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0010326	intellectual disability, X-linked 46	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0011297	autosomal dominant nocturnal frontal lobe epilepsy 2	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0015609	advanced sleep phase syndrome	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0024361	circadian rhythm sleep disorder	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0011473	Leber congenital amaurosis 5	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0012044	corneal dystrophy, lattice type 3A	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0012362	dilated cardiomyopathy 1P	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0012614	intellectual disability, autosomal recessive 6	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0012861	premature ovarian failure 6	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0012883	acute promyelocytic leukemia	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0020078	acute myeloid leukemia with recurrent genetic anomaly	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0013970	branched-chain keto acid dehydrogenase kinase deficiency	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0014172	spermatogenic failure 12	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0033012	erythrokeratodermia variabilis et progressiva 2	7	4750	6	8796	0.13075616733615958	1453.0932876067413
MONDO:0008832	right atrial isomerism (disease)	28	4729	38	8764	0.13119646815767183	1457.9863506362071
MONDO:0009949	pyruvate carboxylase deficiency disease	28	4729	38	8764	0.13119646815767183	1457.9863506362071
MONDO:0000448	paraganglioma	39	4718	56	8746	0.13277130667898598	1475.4875311235712
MONDO:0002366	autonomic nervous system neoplasm	39	4718	56	8746	0.13277130667898598	1475.4875311235712
MONDO:0001341	selective IgA deficiency disease	21	4736	27	8775	0.13429376344817928	1492.4065931996163
MONDO:0001342	dysgammaglobulinemia (disease)	21	4736	27	8775	0.13429376344817928	1492.4065931996163
MONDO:0003739	selective immunoglobulin deficiency disease	21	4736	27	8775	0.13429376344817928	1492.4065931996163
MONDO:0044201	T+ B+ severe combined immunodeficiency	21	4736	27	8775	0.13429376344817928	1492.4065931996163
MONDO:0009947	glutathione synthetase deficiency with 5-oxoprolinuria	26	4731	35	8767	0.13566195571488177	1507.611313859481
MONDO:0020286	aortic malformation	34	4723	48	8754	0.13647183047851788	1516.6114521077693
MONDO:0042490	neutropenia, severe congenital, 1, autosomal dominant	19	4738	24	8778	0.1377486969224133	1530.801268898779
MONDO:0014790	TMEM199-CDG	19	4738	24	8778	0.1377486969224133	1530.801268898779
MONDO:0018904	primary membranoproliferative glomerulonephritis	24	4733	32	8770	0.14019308345172302	1557.965736398998
MONDO:0001018	lymphoblastic leukemia	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0005402	lymphoid leukemia (disease)	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0007541	endometriosis, susceptibility to, 1	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0008107	nystagmus, hereditary vertical	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0019141	porokeratosis of Mibelli	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0003105	prostate disease	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0010375	hyperekplexia-epilepsy syndrome	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0010567	cone dystrophy, X-linked, with tapetal-like sheen	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0012401	congenital stromal corneal dystrophy	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0012945	amyotrophic lateral sclerosis type 11	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0013316	occult macular dystrophy	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0013688	linear and whorled nevoid hypermelanosis	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0014002	autosomal dominant nocturnal frontal lobe epilepsy 5	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0014442	Bardet-Biedl syndrome 14	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0014627	dystonia 27	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0000479	segmental dystonia	9	4748	9	8793	0.14062342313096776	1562.7481012544447
MONDO:0001926	ureteral disease	17	4740	21	8781	0.14082960252638807	1565.0393728757506
MONDO:0021944	auditory neuropathy	17	4740	21	8781	0.14082960252638807	1565.0393728757506
MONDO:0012205	autosomal dominant striatal neurodegeneration type 1	17	4740	21	8781	0.14082960252638807	1565.0393728757506
MONDO:0012812	epileptic encephalopathy, early infantile, 4	32	4725	45	8757	0.14167796505789515	1574.467225688389
MONDO:0009071	hereditary renal hypouricemia	15	4742	18	8784	0.14327895318097206	1592.2590067001424
MONDO:0009100	IDDM 1	15	4742	18	8784	0.14327895318097206	1592.2590067001424
MONDO:0010534	X-linked spinocerebellar ataxia type 4	15	4742	18	8784	0.14327895318097206	1592.2590067001424
MONDO:0010999	fallot complex-intellectual disability-growth delay syndrome	15	4742	18	8784	0.14327895318097206	1592.2590067001424
MONDO:0054741	combined oxidative phosphorylation deficiency 34	15	4742	18	8784	0.14327895318097206	1592.2590067001424
MONDO:0033368	epileptic encephalopathy, early infantile, 59	15	4742	18	8784	0.14327895318097206	1592.2590067001424
MONDO:0007314	chemodectoma, intraabdominal, with cutaneous angiolipomas	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0007494	episodic kinesigenic dyskinesia 1	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0024540	Jervell and Lange-Nielsen syndrome 1	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0009078	Jervell and Lange-Nielsen syndrome	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0002441	Jervell-Lange Nielsen syndrome	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0009447	ichthyosis, split hairs, and amino aciduria	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0010754	van den Bosch syndrome	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0011826	glucocorticoid deficiency 2	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0012871	Jervell and Lange-Nielsen syndrome 2	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0013475	hypertrophic cardiomyopathy 18	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0013749	ventricular septal defect 3	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0014153	cone-rod dystrophy 18	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0014422	vesicoureteral reflux 8	11	4746	12	8790	0.14425735782378957	1603.1320174957734
MONDO:0007644	IgAD1	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0010209	xanthinuria type I	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0010426	X-linked endothelial corneal dystrophy	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0011115	spastic paraplegia and Evans syndrome	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0011935	retinitis pigmentosa 30	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0011957	retinal macular dystrophy type 2	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0012437	cataract 21 multiple types	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0012986	bilateral parasagittal parieto-occipital polymicrogyria	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0013583	occipital pachygyria and polymicrogyria	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0014840	agammaglobulinemia 8, autosomal dominant; AGM8	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0015017	anterior segment dysgenesis 8	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0054843	ciliary dyskinesia, primary, 38	13	4744	15	8787	0.14467047974030747	1607.723041354037
MONDO:0011971	hyper-IgM syndrome type 5	20	4737	26	8776	0.14926350938274352	1658.7653797704288
MONDO:0007190	leukemia, chronic lymphocytic, susceptibility to, 2	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0007763	nonpapillary renal cell carcinoma	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0007896	acute monocytic leukemia	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0004600	monocytic leukemia	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0008022	muscle cramps, familial	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0008162	otitis media, susceptibility to	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0008293	porokeratosis 3, disseminated superficial actinic type	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0008588	hereditary geniospasm	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0008909	congenital disorder of glycosylation, type i/IIx	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0008933	cephalin lipidosis	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0009761	cystic hygroma	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0002013	lymphangioma	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0018720	common cystic lymphatic malformation	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0036870	lymphatic vessel neoplasm	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0010454	MRX88	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0010456	renal cell carcinoma, Xp11-associated	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0017886	MIT family translocation renal cell carcinoma	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0010510	intellectual disability, X-linked 105; MRX105	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0010807	autosomal recessive nonsyndromic deafness 2	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0010809	familial chronic myelocytic leukemia-like syndrome	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0010860	autosomal recessive nonsyndromic deafness 3	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0010904	setting-Sun phenomenon, familial benign	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0011376	idiopathic ventricular fibrillation, non Brugada type	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0000190	ventricular fibrillation (disease)	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0011389	autosomal dominant nonsyndromic deafness 16	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0011855	granular corneal dystrophy type II	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0012031	platelet-type bleeding disorder 10	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0012327	autosomal recessive nonsyndromic deafness 46	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0012355	autosomal recessive nonsyndromic deafness 28	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0012487	alopecia-intellectual disability syndrome 2	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0012602	autosomal recessive nonsyndromic deafness 24	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0013002	cone-rod dystrophy 9	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0013108	leukemia, acute lymphocytic, susceptibility to, 1	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0013418	aortic aneurysm, familial thoracic 7	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0013447	retinitis pigmentosa 48	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0013705	MRT19	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0013985	autosomal recessive nonsyndromic deafness 18B	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0014029	osteogenesis imperfecta type 14	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0014088	advanced sleep phase syndrome 2	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0014110	cataract 15 multiple types	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0014167	epilepsy, familial adult myoclonic, 5	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0014769	inherited oocyte maturation defect	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0014637	DOCK2 deficiency	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0021573	oocyte maturation defect 2	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0054804	microcephaly 21, primary, autosomal recessive	6	4751	5	8797	0.15000821309972895	1667.0412721772877
MONDO:0008192	paragangliomas 1	28	4729	39	8763	0.1527638597443597	1697.6647733390691
MONDO:0060562	encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities	28	4729	39	8763	0.1527638597443597	1697.6647733390691
MONDO:0007671	fibronectin glomerulopathy	18	4739	23	8779	0.15363686148000344	1707.3664416272782
MONDO:0009590	metachromatic leukodystrophy due to saposin b deficiency	31	4726	44	8758	0.15485565655002773	1720.910911240458
MONDO:0018013	non-immunoglobulin-mediated membranoproliferative glomerulonephritis	16	4741	20	8782	0.15770563393586465	1752.5827099292637
MONDO:0010159	constitutional mismatch repair deficiency syndrome	26	4731	36	8766	0.1586557026037963	1763.1408230359882
MONDO:0007285	cataract 1 multiple types	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0007609	fibromatosis, gingival, 1	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0016070	hereditary gingival fibromatosis	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0044992	mouth mucosa disease	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0002507	gingival overgrowth	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0002021	gingival disease	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0007907	lipoma of the conjunctiva	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0021630	lipoma of face	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0002038	head and neck carcinoma	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0008282	polyposis, intestinal, with multiple exostoses	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0008556	thrombocytopenia, cyclic	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0009407	hypertrophic neuropathy and cataract	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0009679	arthrogryposis due to muscular dystrophy	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0010320	retinitis pigmentosa 23	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0010350	premature ovarian failure 2A	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0010984	Usher syndrome type 1D	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0011192	autosomal recessive nonsyndromic deafness 18A	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0012762	catecholaminergic polymorphic ventricular tachycardia 2	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0012680	nephronophthisis 7	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0013140	candidiasis, familial, 4	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0013625	Parkinson disease 17	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0014665	Charcot-Marie-tooth disease axonal type 2V	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0014961	spermatogenic failure 16; SPGF16	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0054725	spermatogenic failure 21	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0060589	facial palsy, congenital, with ptosis and velopharyngeal dysfunction	8	4749	8	8794	0.16104178705576713	1789.6573795507402
MONDO:0008079	neurofibromatosis-pheochromocytoma-duodenal carcinoid syndrome	14	4743	17	8785	0.16119987848924483	1791.4142496509778
MONDO:0009931	pulmonary atresia-intact ventricular septum syndrome	14	4743	17	8785	0.16119987848924483	1791.4142496509778
MONDO:0009980	retinal telangiectasia and hypogammaglobulinemia	14	4743	17	8785	0.16119987848924483	1791.4142496509778
MONDO:0011396	keratoderma hereditarium mutilans with ichthyosis	14	4743	17	8785	0.16119987848924483	1791.4142496509778
MONDO:0011672	persistent polyclonal B-cell lymphocytosis	14	4743	17	8785	0.16119987848924483	1791.4142496509778
MONDO:0014045	Cowden syndrome 3	14	4743	17	8785	0.16119987848924483	1791.4142496509778
MONDO:0007346	cochleosaccular degeneration-cataract syndrome	12	4745	14	8788	0.16365093408752396	1818.6528305146537
MONDO:0007997	microspherophakia with hernia	12	4745	14	8788	0.16365093408752396	1818.6528305146537
MONDO:0008023	muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	12	4745	14	8788	0.16365093408752396	1818.6528305146537
MONDO:0010455	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	12	4745	14	8788	0.16365093408752396	1818.6528305146537
MONDO:0014267	severe combined immunodeficiency due to IKK2 deficiency	12	4745	14	8788	0.16365093408752396	1818.6528305146537
MONDO:0014652	exudative vitreoretinopathy 6	12	4745	14	8788	0.16365093408752396	1818.6528305146537
MONDO:0014882	hereditary spastic paraplegia 77	12	4745	14	8788	0.16365093408752396	1818.6528305146537
MONDO:0017319	hereditary elliptocytosis	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0007777	hypertaurinuric cardiomyopathy	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0008355	IHPS1	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0001561	pyloric stenosis (disease)	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0001560	hypertrophic pyloric stenosis	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0010868	RMD1	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0013548	acetyl-CoA acetyltransferase-2 deficiency	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0014081	severe combined immunodeficiency due to CARD11 deficiency	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0044316	thrombocytopenia, anemia, and myelofibrosis	10	4747	11	8791	0.16418966627666004	1824.639761332523
MONDO:0005335	colorectal neoplasm	24	4733	33	8769	0.16478319422315335	1831.2356374019032
MONDO:0005575	colorectal cancer	24	4733	33	8769	0.16478319422315335	1831.2356374019032
MONDO:0021155	X-linked cone-rod dystrophy	24	4733	33	8769	0.16478319422315335	1831.2356374019032
MONDO:0004643	myeloid leukemia	22	4735	30	8772	0.1711415277896653	1901.8957983265504
MONDO:0008369	proximal renal tubular acidosis	17	4740	22	8780	0.1714230389117692	1905.024231426491
MONDO:0008493	overhydrated hereditary stomatocytosis	17	4740	22	8780	0.1714230389117692	1905.024231426491
MONDO:0010866	infantile osteopetrosis with neuroaxonal dysplasia	17	4740	22	8780	0.1714230389117692	1905.024231426491
MONDO:0011165	glomerulopathy with fibronectin deposits 2	17	4740	22	8780	0.1714230389117692	1905.024231426491
MONDO:0007161	SPGF2	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0007166	ataxia with fasciculations	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0007367	FEB1	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0007847	keloid formation	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0007965	melanoma, malignant familial intraocular	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0007966	susceptibility to uveal melanoma	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0006325	ocular melanoma	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0002659	uveal cancer	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0006486	uveal melanoma	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0021225	uvea neoplasm	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0009087	deafness, neural, congenital moderate	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0009256	galactorrhea (disease)	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0010133	thyroid dyshormonogenesis 2A	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0010432	thrombophilia, X-linked, due to factor 9 defect	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0010577	deafness, X-linked 1	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0010871	succinic acidemia	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0000912	autosomal recessive nonsyndromic deafness 5	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0010967	autosomal recessive nonsyndromic deafness 7	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0010987	autosomal recessive nonsyndromic deafness 8	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011031	autosomal dominant nonsyndromic deafness 10	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011102	autosomal dominant nonsyndromic deafness 12	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011103	autosomal dominant nonsyndromic deafness 3A	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011159	autosomal dominant nonsyndromic deafness 13	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011231	FEB2	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011279	autosomal recessive nonsyndromic deafness 17	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011351	autosomal recessive nonsyndromic deafness 21	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011364	autosomal recessive nonsyndromic deafness 16	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011379	medullary cystic kidney disease 2	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011392	autosomal recessive nonsyndromic deafness 20	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011442	advanced sleep phase syndrome 1	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011443	febrile seizures, familial, 4	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011553	autosomal recessive nonsyndromic deafness 26	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011568	autosomal dominant nonsyndromic deafness 25	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011602	autosomal recessive nonsyndromic deafness 27	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011761	autosomal dominant nonsyndromic deafness 21	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011762	autosomal recessive nonsyndromic deafness 22	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011767	autosomal recessive nonsyndromic deafness 31	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011832	autosomal dominant nonsyndromic deafness 44	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011844	myoclonic dystonia 15	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011875	epilepsy, idiopathic generalized, susceptibility to, 11	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011920	autosomal dominant nonsyndromic deafness 48	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011982	autoimmune thyroid disease, susceptibility to, 3	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0000162	autoimmune thyroid disease, susceptibility to	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012060	autosomal recessive nonsyndromic deafness 35	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012083	autosomal dominant nonsyndromic deafness 28	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012224	FEB6	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012226	FEB5	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012293	autosomal recessive nonsyndromic deafness 23	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012326	autosomal recessive nonsyndromic deafness 42	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012333	autosomal recessive nonsyndromic deafness 53	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012370	autosomal recessive nonsyndromic deafness 51	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012442	autosomal recessive nonsyndromic deafness 66	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012445	autosomal recessive nonsyndromic deafness 59	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012454	alcohol sensitivity, acute	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012485	autosomal recessive nonsyndromic deafness 68	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0012629	paroxysmal nonkinesigenic dyskinesia 2	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0013471	autosomal recessive nonsyndromic deafness 61	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0013537	autosomal recessive nonsyndromic deafness 29	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0013567	atrial heart septal defect 3	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0013929	autosomal recessive nonsyndromic deafness 98	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0013972	Perrault syndrome 2	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0014603	autosomal dominant nonsyndromic deafness 40	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0014734	epilepsy, idiopathic generalized, susceptibility to, 14; EIG14	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0014738	autosomal dominant nonsyndromic deafness 69	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0014814	advanced sleep phase syndrome 3	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0014854	autosomal dominant nonsyndromic deafness 66	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0014876	intellectual disability, autosomal recessive 54; MRT54	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0014990	uncombable hair syndrome 3; UHS3	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0027694	amyotrophic lateral sclerosis type 23	5	4752	4	8798	0.17306043279146546	1923.2205896115556
MONDO:0011544	paragangliomas 3	25	4732	35	8767	0.17437052326024846	1937.7796249911412
MONDO:0011979	adult-onset foveomacular vitelliform dystrophy	15	4742	19	8783	0.1767315720262766	1964.0179599280118
