id	label	gc annotated to disease	gc not annotated to disease	non-gc annotated to disease	non-gc not annotated to disease	p-value	p-value-correct
MONDO:0019211	isolated congenital anonychia	4	211	35	13309	0.003274028638549771	36.3842802602036
MONDO:0008650	posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome	4	211	35	13309	0.003274028638549771	36.3842802602036
MONDO:0010903	craniosynostosis, Adelaide type	5	210	59	13285	0.0034157490666498645	37.95921937767994
MONDO:0011757	brachydactyly type A1B	5	210	59	13285	0.0034157490666498645	37.95921937767994
MONDO:0008517	syndactyly-polydactyly-ear lobe syndrome	4	211	36	13308	0.0035932872391078313	39.93220108820533
MONDO:0007079	alcohol dependence	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0001423	drug-induced mental disorder	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0005303	drug dependence	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0004938	substance dependence	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0002326	alcohol-induced mental disorder	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007184	AGA1	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0021208	endocrine alopecia	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0005339	androgenetic alopecia	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007264	sudden cardiac arrest	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007282	cataract 29	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0020375	coralliform cataract	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007331	cleft chin	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007386	HCVS	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007426	deafness, unilateral	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007514	ectopia lentis 1, isolated, autosomal dominant	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007530	electroencephalographic peculiarity: 14 and 6 per sec. positive spike phenomenon	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007531	electroencephalographic peculiarity: fronto-precentral beta wave groups	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007532	Electroencephalographic peculiarity: occipital slow beta waves	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007719	diaphragmatic hernia, congenital 1	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007770	hyperpigmentation of Fuldauer and Kuijpers	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007946	jaw-winking syndrome	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0007951	masticatory muscles, hypertrophy of	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008041	myoclonic epilepsy, Hartung type	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008066	nasal hyperpigmentation, familial transverse	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008240	6-phosphogluconolactonase deficiency	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008363	raindrop hypopigmentation	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008545	thalassemia, beta+, silent allele	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008626	ureter, bifid or double	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008697	acetophenetidin sensitivity	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0056822	amyotonia congenita	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008979	chorea, benign familial	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0009152	ectopia lentis 2, isolated, autosomal recessive	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0009392	hyperopia, high	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0009755	neutrophil actin dysfunction	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0009835	subacute sclerosing panencephalitis	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0020069	chronic encephalitis	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0005856	Mononegavirales infectious disease	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0004619	measles	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0005896	Paramyxoviridae infectious disease	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0005857	Morbillivirus infectious disease	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0009846	pentosuria	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0009932	pulmonary bullae causing pneumothorax	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0009936	familial primary pulmonary hypoplasia	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010022	senile plaque formation	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010113	thalidomide susceptibility	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010226	46,XY sex reversal 2	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010429	intellectual disability, X-linked 96	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010442	46,XX sex reversal 3	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0060455	X-linked congenital hemolytic anemia	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010606	hernia, anterior diaphragmatic	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010682	myoclonic epilepsy, progressive	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010799	mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0044350	hyperparathyroidism, primary, caused by water clear cell hyperplasia	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0020524	primary parathyroid hyperplasia	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0010919	varicella, severe recurrent	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011074	autosomal dominant nonsyndromic deafness 7	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011179	leishmaniasis, tegumentary, susceptibility to	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011249	torsion dystonia with onset in infancy	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011350	autosomal dominant nonsyndromic deafness 17	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011625	autosomal dominant nonsyndromic deafness 18	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011720	spermatogenic failure 3	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011792	thyroid dyshormonogenesis 6	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0011990	BFNS3	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012260	cataract 35	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012266	preeclampsia/eclampsia 4	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012299	nanophthalmos 2	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012347	hamartoma, Precalcaneal congenital fibrolipomatous	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012395	cataract 18	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012431	diaphragmatic hernia 3	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012843	epilepsy, childhood absence, susceptibility to, 5	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012967	hemolytic anemia due to adenylate kinase deficiency	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0012976	autosomal dominant nonsyndromic deafness 2B	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0013269	autosomal recessive nonsyndromic deafness 91	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0013484	cataract 36	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0013508	MYP19	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0013598	myostatin-related muscle hypertrophy	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0013604	myopia 21, autosomal dominant	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0013817	preeclampsia/eclampsia 5	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014342	female infertility due to zona pellucida defect	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0018444	female infertility due to fertilization defect	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014428	autosomal recessive nonsyndromic deafness 102	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014470	autosomal dominant nonsyndromic deafness 65	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014650	familial temporal lobe epilepsy 8	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014903	seizures, benign familial infantile, 5; BFIS5	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014909	primary ciliary dyskinesia 34	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014970	spermatogenic failure 17; SPGF17	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014974	sudden cardiac failure, alcohol-induced; SCFAI	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0014982	myopia 25, autosomal dominant; MYP25	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0054615	spermatogenic failure 18	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0054723	spermatogenic failure 19	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0054724	spermatogenic failure 20	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0021574	oocyte maturation defect 3	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0021575	oocyte maturation defect 4	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0054771	keratoconus 9	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0054731	spermatogenic failure 27	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0060729	protoporphyria, erythropoietic, 2	2	213	4	13340	0.0035996772234850836	40.00321298458974
MONDO:0008002	mirror movements 1	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0016558	familial congenital mirror movements	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0008416	palmoplantar keratoderma-sclerodactyly syndrome	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0008654	NYS4	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0008731	familial adrenal hypoplasia with absent pituitary luteinizing hormone	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0008791	isolated anencephaly/exencephaly	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0000819	anencephaly	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0009170	endocardial fibroelastosis and coarctation of abdominal aorta	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0009184	epidermolysis bullosa with diaphragmatic hernia	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0009438	hypouricemia, hypercalcinuria, and decreased bone density	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0010141	tiglic acidemia	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0010819	Stargardt disease 3	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0011187	polydactyly, postaxial, type A2	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0012944	chromosome 17P13.3, telomeric, duplication syndrome	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0013218	exudative vitreoretinopathy 5	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0013650	hypotrichosis 10	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0013902	aortic valve disease 2	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0014509	macular dystrophy, vitelliform, 5	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0060621	neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0054729	spermatogenic failure 25	3	212	17	13327	0.0036725121163254954	40.812627148725234
MONDO:0008514	syndactyly type 3	5	210	61	13283	0.0039030765985563647	43.37489023975688
MONDO:0011177	ectodermal dysplasia 4, hair/nail type	4	211	37	13307	0.003933044773814165	43.70792657139681
MONDO:0015852	excess breast volume or number	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0008481	spondylosis, cervical	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0009129	dwarfism, proportionate, with hip dislocation	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0009538	lymphoid system deterioration, progressive	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0010368	immunodeficiency without anhidrotic ectodermal dysplasia	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0010855	short tarsus-absence of lower eyelashes syndrome	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0010868	RMD1	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0011073	diabetes mellitus, transient neonatal, 1	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0011474	progressive familial heart block type IB	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0011579	late-onset retinal degeneration	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0012498	congenital stationary night blindness autosomal dominant 1	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0012543	OPA5	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0012728	Brugada syndrome 2	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0012796	retinitis pigmentosa 41	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0013413	retinitis pigmentosa 45	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0013777	pseudohypoaldosteronism type 2B	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0013781	pseudohypoaldosteronism type 2D	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0014390	hypotrichosis 13	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0014920	patterned macular dystrophy 3	3	212	18	13326	0.004234984398240531	47.06338161764702
MONDO:0007322	chondrodysplasia punctata, tibial-metacarpal type	5	210	64	13280	0.004724558950232306	52.50402361393162
MONDO:0008515	syndactyly type 4	5	210	64	13280	0.004724558950232306	52.50402361393162
MONDO:0009037	craniosynostosis with anomalies of the cranial base and digits	5	210	64	13280	0.004724558950232306	52.50402361393162
MONDO:0007240	progressive familial heart block, type 1A	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0017673	isolated focal palmoplantar keratoderma	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0007491	dystelephalangy	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0008205	patella aplasia/hypoplasia	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0008379	retinitis pigmentosa 10	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0008573	tibial torsion, bilateral medial	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0009296	glycoprotein storage disease	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0010388	rolandic epilepsy, mental retardation, and speech dyspraxia, X-linked	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0015587	rolandic epilepsy-speech dyspraxia syndrome	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0011184	childhood apraxia of speech	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0012139	macular dystrophy, retinal, 3	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0012356	glomerulocystic kidney disease with hyperuricemia and isosthenuria	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0013778	pseudohypoaldosteronism type 2C	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0013782	pseudohypoaldosteronism type 2E	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0014027	hypotrichosis 11	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0014384	hypotrichosis 12	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0024520	renal hypodysplasia/aplasia 3	3	212	19	13325	0.004846929015084367	53.86392214463257
MONDO:0007066	adenosine triphosphatase deficiency, anemia due to	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007084	familial focal alopecia	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007115	angioma serpiginosum, autosomal dominant	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007281	cataract 4 multiple types	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007284	cataract 20 multiple types	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007289	cataract 13 with adult I phenotype	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007454	type 1 diabetes mellitus 2	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007559	PPR1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0015643	photosensitive epilepsy	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007583	exostoses of heel	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007591	facial hypertrichosis (disease)	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007599	factor 9 and Factor XI, combined deficiency of	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007665	primary open angle glaucoma	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0009327	heart, malformation of	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007787	Ambras type hypertrichosis universalis congenita	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007809	ichthyosis hystrix gravior	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007835	intussusception	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0019332	punctate palmoplantar keratoderma type 1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007890	lentiginosis, centrofacial neurodysraphic	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008188	papillomatosis, confluent and reticulated	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008213	pectus excavatum (disease)	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008257	platelet responsiveness to adrenaline, depressed	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008259	familial spontaneous pneumothorax	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0002037	pleural disease	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0002076	pneumothorax (disease)	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008307	presenile dementia, Kraepelin type	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008375	retinal detachment	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008388	ringed hair disease	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008419	IS1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0000726	idiopathic scoliosis	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008452	spinal muscular atrophy, facioscapulohumeral type	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0008568	thyroid hormone plasma membrane transport defect	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0009118	disseminated sclerosis with narcolepsy	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0009334	hemolytic anemia with thermal sensitivity of red cells	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0009433	hypoplastic left heart syndrome 1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0009762	nystagmus, congenital, autosomal recessive	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0009972	respiratory underresponsiveness to hypoxia and hypercapnia	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0010179	isolated right ventricular hypoplasia	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0010229	alopecia, congenital	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0010290	MNG2	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0010548	spinocerebellar ataxia, X-linked 2	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0010836	NNO1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0010887	isolated anterior cervical hypertrichosis	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0010899	autosomal dominant nocturnal frontal lobe epilepsy 1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0011117	iris pigment epithelium anomalies	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0011123	type 1 diabetes mellitus 15	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0011162	cataract 14 multiple types	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0011332	Dyserythropoiesis, congenital, with ultrastructurally normal erythroblast heterochromatin	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0002974	cervical cancer	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0002256	cervix disease	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0021230	uterine cervix neoplasm	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0011846	bulimia nervosa, susceptibility to, 1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0005451	eating disorder	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0005452	bulimia nervosa	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0012346	GEFSP4	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0024563	herpes simplex encephalitis, susceptibility to, 1	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0012649	FTSD	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0012729	erythrocytosis, familial, 4	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0012874	POROK6	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0012990	Leber congenital amaurosis 13	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0013665	EJM9	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0013744	cataract 37	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0013783	microphthalmia, isolated, with coloboma 7	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0013859	cataract 38	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0013921	herpes simplex encephalitis, susceptibility to, 4	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0013980	PPKP1B	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0014075	cataract 39 multiple types	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0014234	reticulate acropigmentation of Kitamura	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0014565	cataract 43	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0014639	familial temporal lobe epilepsy 7	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0014710	autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0014713	porokeratosis 9, multiple types; POROK9	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0014799	cataract 45	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0033483	erythrocytosis, familial, 5	2	213	5	13339	0.0049870311414241955	55.42087707464709
MONDO:0007842	Ehlers-Danlos syndrome type 11	4	211	40	13304	0.005081276061366089	56.46822086996135
MONDO:0007976	mesomelic dwarfism of hypoplastic tibia and radius type	4	211	40	13304	0.005081276061366089	56.46822086996135
MONDO:0007806	hypotrichosis 4	4	211	41	13303	0.0055089365485465015	61.22081186399727
MONDO:0007362	cone-rod dystrophy 2	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0007989	congenital microcoria	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0008121	onychogryposis, pedal, with keratosis plantaris and coarse hair	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0008387	ring dermoid of cornea	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0011169	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0011490	diffuse panbronchiolitis	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0011826	glucocorticoid deficiency 2	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0012382	hyperinsulinemic hypoglycemia, familial, 4	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0014375	congenital diarrhea 7 with exudative enteropathy	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0054602	gaze palsy, familial horizontal, with progressive scoliosis, 2	3	212	20	13324	0.005509526209391598	61.227364764968826
MONDO:0007218	brachydactyly type A4	5	210	67	13277	0.0056620190510023585	62.92201771378921
MONDO:0012253	multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	5	210	67	13277	0.0056620190510023585	62.92201771378921
MONDO:0007194	familial bicuspid aortic valve	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0007402	creatine phosphokinase, elevated serum	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0008269	polydactyly of a biphalangeal thumb	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0019353	Stargardt disease	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0009607	brain demyelination due to methionine adenosyltransferase deficiency	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0010806	retinitis pigmentosa 13	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0016226	specific language disorder	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0016225	specific learning disability	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0010828	retinitis pigmentosa 11	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0013407	retinitis pigmentosa 47	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0014277	DDH2	3	212	21	13323	0.00622386200316449	69.16577844116698
MONDO:0014032	brachydactyly type A1C	5	210	69	13275	0.0063554713061709425	70.62835262547769
MONDO:0007193	primary biliary cholangitis 1	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0005388	primary biliary cholangitis	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007278	cataract 32 multiple types	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007416	Balkan nephropathy	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007515	ectopia pupillae (disease)	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007597	factor VIII and Factor IX, combined deficiency of	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007707	hemangiomas of small intestine	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0021501	benign neoplasm of small intestine	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007713	clonic hemifacial spasm	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0016375	acquired peripheral movement disorder	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0005728	diaphragm disease	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0005711	congenital diaphragmatic hernia	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0015879	non-syndromic diaphragmatic or thoracic malformation	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007781	essential hypertension, genetic	2	213	6	13338	0.006580171113352424	73.12544158268548
